Gene Symbol,Description,Category,Uniprot ID,Gifts,GC Id,Relevance score, GeneCards Link
"SLC26A2","Solute Carrier Family 26 Member 2","Protein Coding","P50443","52","GC05P152384","7.18777370452881","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC26A2"
"RBBP8","RB Binding Protein 8, Endonuclease","Protein Coding","Q99708","53","GC18P022798","7.17086982727051","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RBBP8"
"MT-TP","Mitochondrially Encoded TRNA-Pro (CCN)","RNA Gene","","15","GCMTM015957","7.16881942749023","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MT-TP"
"SORT1","Sortilin 1","Protein Coding","Q99523","54","GC01M109310","7.16341876983643","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SORT1"
"NPY","Neuropeptide Y","Protein Coding","P01303","53","GC07P024290","7.14237833023071","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NPY"
"CACNA1C","Calcium Voltage-Gated Channel Subunit Alpha1 C","Protein Coding","Q13936","58","GC12P001970","7.13558578491211","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CACNA1C"
"CALR","Calreticulin","Protein Coding","P27797","60","GC19P012938","7.13484668731689","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CALR"
"ANO5","Anoctamin 5","Protein Coding","Q75V66","48","GC11P021799","7.13430643081665","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ANO5"
"CD14","CD14 Molecule","Protein Coding","P08571","54","GC05M140631","7.1307225227356","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CD14"
"ERG","ETS Transcription Factor ERG","Protein Coding","P11308","55","GC21M038367","7.12575531005859","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ERG"
"DMD","Dystrophin","Protein Coding","P11532","54","GC0XM031097","7.12358427047729","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DMD"
"IL12RB1","Interleukin 12 Receptor Subunit Beta 1","Protein Coding","P42701","54","GC19M018058","7.12172222137451","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL12RB1"
"MIR211","MicroRNA 211","RNA Gene","","29","GC15M031065","7.11999034881592","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR211"
"ATP6V1A","ATPase H+ Transporting V1 Subunit A","Protein Coding","P38606","53","GC03P113777","7.11929702758789","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATP6V1A"
"MAML3","Mastermind Like Transcriptional Coactivator 3","Protein Coding","Q96JK9","47","GC04M139716","7.11812734603882","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAML3"
"GATA3","GATA Binding Protein 3","Protein Coding","P23771","58","GC10P008045","7.11232662200928","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GATA3"
"PF4","Platelet Factor 4","Protein Coding","P02776","50","GC04M073980","7.10868072509766","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PF4"
"NT5E","5'-Nucleotidase Ecto","Protein Coding","P21589","60","GC06P085449","7.10688972473145","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NT5E"
"MIR374B","MicroRNA 374b","RNA Gene","","23","GC0XM074231","7.10238599777222","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR374B"
"COL4A4","Collagen Type IV Alpha 4 Chain","Protein Coding","P53420","52","GC02M226973","7.08996152877808","https://www.genecards.org/cgi-bin/carddisp.pl?gene=COL4A4"
"PDCD1","Programmed Cell Death 1","Protein Coding","Q15116","56","GC02M241849","7.08431625366211","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PDCD1"
"MIR320A","MicroRNA 320a","RNA Gene","","29","GC08M022306","7.08309030532837","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR320A"
"TLN1","Talin 1","Protein Coding","Q9Y490","50","GC09M035696","7.0751576423645","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TLN1"
"INF2","Inverted Formin 2","Protein Coding","Q27J81","50","GC14P115824","7.06319332122803","https://www.genecards.org/cgi-bin/carddisp.pl?gene=INF2"
"RAD51C","RAD51 Paralog C","Protein Coding","O43502","52","GC17P058692","7.06309032440186","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAD51C"
"VPS35L","VPS35 Endosomal Protein Sorting Factor Like","Protein Coding","Q7Z3J2","41","GC16P019555","7.05674648284912","https://www.genecards.org/cgi-bin/carddisp.pl?gene=VPS35L"
"IL1RL1","Interleukin 1 Receptor Like 1","Protein Coding","Q01638","50","GC02P102294","7.05637836456299","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL1RL1"
"TLR3","Toll Like Receptor 3","Protein Coding","O15455","60","GC04P186059","7.05583000183105","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TLR3"
"TFEB","Transcription Factor EB","Protein Coding","P19484","51","GC06M093992","7.0551233291626","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TFEB"
"RMRP","RNA Component Of Mitochondrial RNA Processing Endoribonuclease","RNA Gene","","31","GC09M035655","7.05442428588867","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RMRP"
"TNFSF13B","TNF Superfamily Member 13b","Protein Coding","Q9Y275","54","GC13P108251","7.02797269821167","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TNFSF13B"
"MID1","Midline 1","Protein Coding","O15344","50","GC0XM010445","7.02587747573853","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MID1"
"VTN","Vitronectin","Protein Coding","P04004","53","GC17M076385","7.01395559310913","https://www.genecards.org/cgi-bin/carddisp.pl?gene=VTN"
"KLF2","KLF Transcription Factor 2","Protein Coding","Q9Y5W3","47","GC19P112590","6.98843145370483","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KLF2"
"CAV1","Caveolin 1","Protein Coding","Q03135","57","GC07P116524","6.98333597183228","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CAV1"
"STAT6","Signal Transducer And Activator Of Transcription 6","Protein Coding","P42226","59","GC12M057095","6.98294639587402","https://www.genecards.org/cgi-bin/carddisp.pl?gene=STAT6"
"DGCR8","DGCR8 Microprocessor Complex Subunit","Protein Coding","Q8WYQ5","52","GC22P020080","6.97251033782959","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DGCR8"
"NPHS1","NPHS1 Adhesion Molecule, Nephrin","Protein Coding","O60500","55","GC19M035825","6.96969127655029","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NPHS1"
"ETV7","ETS Variant Transcription Factor 7","Protein Coding","Q9Y603","43","GC06M093933","6.96420097351074","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ETV7"
"SMO","Smoothened, Frizzled Class Receptor","Protein Coding","Q99835","60","GC07P136199","6.9608006477356","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SMO"
"RELA","RELA Proto-Oncogene, NF-KB Subunit","Protein Coding","Q04206","60","GC11M065653","6.93956899642944","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RELA"
"MIR6511B1","MicroRNA 6511b-1","RNA Gene","","16","GC16M002106","6.93935012817383","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR6511B1"
"MYPN","Myopalladin","Protein Coding","Q86TC9","50","GC10P068106","6.9286937713623","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MYPN"
"MME","Membrane Metalloendopeptidase","Protein Coding","P08473","59","GC03P155024","6.92847299575806","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MME"
"MIRLET7F2","MicroRNA Let-7f-2","RNA Gene","","24","GC0XM053778","6.91725206375122","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIRLET7F2"
"TP53COR1","Tumor Protein P53 Pathway Corepressor 1","RNA Gene","","15","GC06U903133","6.90109443664551","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TP53COR1"
"EFL1","Elongation Factor Like GTPase 1","Protein Coding","Q7Z2Z2","47","GC15M148361","6.90005397796631","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EFL1"
"CAPN14","Calpain 14","Protein Coding","A8MX76","40","GC02M031173","6.8993091583252","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CAPN14"
"SMYD2","SET And MYND Domain Containing 2","Protein Coding","Q9NRG4","52","GC01P214281","6.89294242858887","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SMYD2"
"SEC63","SEC63 Homolog, Protein Translocation Regulator","Protein Coding","Q9UGP8","52","GC06M107867","6.89250707626343","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SEC63"
"ESR2","Estrogen Receptor 2","Protein Coding","Q92731","58","GC14M064084","6.88554000854492","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ESR2"
"GGT1","Gamma-Glutamyltransferase 1","Protein Coding","P19440","58","GC22P024583","6.87864780426025","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GGT1"
"DCHS1","Dachsous Cadherin-Related 1","Protein Coding","Q96JQ0","45","GC11M006621","6.87717819213867","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DCHS1"
"DICER1","Dicer 1, Ribonuclease III","Protein Coding","Q9UPY3","57","GC14M095086","6.85582542419434","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DICER1"
"TRPV4","Transient Receptor Potential Cation Channel Subfamily V Member 4","Protein Coding","Q9HBA0","57","GC12M109783","6.83935403823853","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRPV4"
"PDE11A","Phosphodiesterase 11A","Protein Coding","Q9HCR9","53","GC02M177624","6.83490943908691","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PDE11A"
"LOC126859690","MED14-Independent Group 3 Enhancer GRCh37_chr6:51888848-51890047","Functional Element","","8","GC06P138298","6.83204221725464","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC126859690"
"HSPB1","Heat Shock Protein Family B (Small) Member 1","Protein Coding","P04792","60","GC07P076302","6.8284478187561","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSPB1"
"MSH6","MutS Homolog 6","Protein Coding","P52701","58","GC02P047695","6.82526969909668","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MSH6"
"PPP1CB","Protein Phosphatase 1 Catalytic Subunit Beta","Protein Coding","P62140","54","GC02P028766","6.82297515869141","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PPP1CB"
"MIR19B1","MicroRNA 19b-1","RNA Gene","","24","GC13P091678","6.82002210617065","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR19B1"
"MET","MET Proto-Oncogene, Receptor Tyrosine Kinase","Protein Coding","P08581","63","GC07P116672","6.81408500671387","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MET"
"PRKCZ","Protein Kinase C Zeta","Protein Coding","Q05513","57","GC01P020522","6.80894327163696","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRKCZ"
"HSPA4","Heat Shock Protein Family A (Hsp70) Member 4","Protein Coding","P34932","52","GC05P133062","6.80464696884155","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSPA4"
"HNF1A-AS1","HNF1A Antisense RNA 1","RNA Gene","","26","GC12M123604","6.78934383392334","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HNF1A-AS1"
"HMGA2","High Mobility Group AT-Hook 2","Protein Coding","P52926","52","GC12P065824","6.78800630569458","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HMGA2"
"CASP8","Caspase 8","Protein Coding","Q14790","61","GC02P201233","6.77817726135254","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CASP8"
"UBE4B","Ubiquitination Factor E4B","Protein Coding","O95155","48","GC01P010032","6.77815198898315","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UBE4B"
"APOC2","Apolipoprotein C2","Protein Coding","P02655","52","GC19P113254","6.77040100097656","https://www.genecards.org/cgi-bin/carddisp.pl?gene=APOC2"
"PYDC1","Pyrin Domain Containing 1","Protein Coding","Q8WXC3","39","GC16M044166","6.76636457443237","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PYDC1"
"LZTR1","Leucine Zipper Like Post Translational Regulator 1","Protein Coding","Q8N653","52","GC22P069991","6.7614917755127","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LZTR1"
"CASZ1","Castor Zinc Finger 1","Protein Coding","Q86V15","47","GC01M014488","6.75670671463013","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CASZ1"
"PTK2","Protein Tyrosine Kinase 2","Protein Coding","Q05397","56","GC08M140657","6.75320339202881","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTK2"
"KRT20","Keratin 20","Protein Coding","P35900","49","GC17M040875","6.74818420410156","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KRT20"
"MHRT","Myosin Heavy Chain Associated RNA Transcript","RNA Gene","","20","GC14P047359","6.74800586700439","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MHRT"
"FOCAD","Focadhesin","Protein Coding","Q5VW36","41","GC09P020754","6.74705266952515","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FOCAD"
"PACS1","Phosphofurin Acidic Cluster Sorting Protein 1","Protein Coding","Q6VY07","50","GC11P089138","6.74067878723145","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PACS1"
"MIR20A","MicroRNA 20a","RNA Gene","","27","GC13P091681","6.73952102661133","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR20A"
"LIPA","Lipase A, Lysosomal Acid Type","Protein Coding","P38571","56","GC10M089213","6.72498083114624","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LIPA"
"MAML2","Mastermind Like Transcriptional Coactivator 2","Protein Coding","Q8IZL2","46","GC11M095976","6.7231011390686","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAML2"
"TCN2","Transcobalamin 2","Protein Coding","P20062","52","GC22P070335","6.72161293029785","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TCN2"
"MIR200C","MicroRNA 200c","RNA Gene","","29","GC12P038995","6.70359659194946","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR200C"
"PAX3","Paired Box 3","Protein Coding","P23760","55","GC02M222199","6.68628215789795","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PAX3"
"PARP1","Poly(ADP-Ribose) Polymerase 1","Protein Coding","P09874","59","GC01M226360","6.68533802032471","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PARP1"
"ANGPT1","Angiopoietin 1","Protein Coding","Q15389","54","GC08M107246","6.68346786499023","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ANGPT1"
"HLA-DRB3","Major Histocompatibility Complex, Class II, DR Beta 3","Protein Coding","P79483","33","GC06Mn03715","6.6824164390564","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HLA-DRB3"
"TPM3","Tropomyosin 3","Protein Coding","P06753","54","GC01M154155","6.68096542358398","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TPM3"
"MNX1","Motor Neuron And Pancreas Homeobox 1","Protein Coding","P50219","50","GC07M156994","6.67488479614258","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MNX1"
"CYP2C9","Cytochrome P450 Family 2 Subfamily C Member 9","Protein Coding","P11712","55","GC10P094938","6.66022872924805","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CYP2C9"
"CRNDE","Colorectal Neoplasia Differentially Expressed","RNA Gene","","28","GC16M054962","6.65016794204712","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CRNDE"
"IL5","Interleukin 5","Protein Coding","P05113","54","GC05M132541","6.647536277771","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL5"
"NEDD4L","NEDD4 Like E3 Ubiquitin Protein Ligase","Protein Coding","Q96PU5","55","GC18P058044","6.63915634155273","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NEDD4L"
"HNF1B","HNF1 Homeobox B","Protein Coding","P35680","52","GC17M037686","6.63539600372314","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HNF1B"
"SERPINF2","Serpin Family F Member 2","Protein Coding","P08697","54","GC17P001742","6.6332859992981","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SERPINF2"
"IL23R","Interleukin 23 Receptor","Protein Coding","Q5VWK5","53","GC01P067138","6.63019847869873","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL23R"
"PRKCD","Protein Kinase C Delta","Protein Coding","Q05655","60","GC03P053156","6.61544752120972","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRKCD"
"GFAP","Glial Fibrillary Acidic Protein","Protein Coding","P14136","57","GC17M077883","6.6139497756958","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GFAP"
"MAML1","Mastermind Like Transcriptional Coactivator 1","Protein Coding","Q92585","48","GC05P179732","6.59734678268433","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAML1"
"LRRC37A2","Leucine Rich Repeat Containing 37 Member A2","Protein Coding","A6NM11","39","GC17P120635","6.56199264526367","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LRRC37A2"
"MIR152","MicroRNA 152","RNA Gene","","27","GC17M048037","6.55706691741943","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR152"
"ADAR","Adenosine Deaminase RNA Specific","Protein Coding","P55265","54","GC01M160957","6.55466651916504","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADAR"
"ACTN2","Actinin Alpha 2","Protein Coding","P35609","55","GC01P236686","6.54838800430298","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACTN2"
"NLRP1","NLR Family Pyrin Domain Containing 1","Protein Coding","Q9C000","52","GC17M005499","6.54185771942139","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NLRP1"
"TF","Transferrin","Protein Coding","P02787","59","GC03P139072","6.53816556930542","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TF"
"CYP27A1","Cytochrome P450 Family 27 Subfamily A Member 1","Protein Coding","Q02318","55","GC02P218781","6.53396940231323","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CYP27A1"
"HCCAT5","Hepatocellular Carcinoma Associated Transcript 5","RNA Gene","","23","GC16P073092","6.53253173828125","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HCCAT5"
"ANXA2","Annexin A2","Protein Coding","P07355","56","GC15M060347","6.53153467178345","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ANXA2"
"FCGR3A","Fc Gamma Receptor IIIa","Protein Coding","P08637","55","GC01M161541","6.53086185455322","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FCGR3A"
"TNFRSF11A","TNF Receptor Superfamily Member 11a","Protein Coding","Q9Y6Q6","55","GC18P062325","6.5285530090332","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TNFRSF11A"
"PKP2","Plakophilin 2","Protein Coding","Q99959","53","GC12M032790","6.52790451049805","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PKP2"
"GZMB","Granzyme B","Protein Coding","P10144","56","GC14M024630","6.52614116668701","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GZMB"
"MKKS","MKKS Centrosomal Shuttling Protein","Protein Coding","Q9NPJ1","49","GC20M010490","6.52183628082275","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MKKS"
"PIGA","Phosphatidylinositol Glycan Anchor Biosynthesis Class A","Protein Coding","P37287","52","GC0XM015319","6.51253986358643","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PIGA"
"MIRLET7E","MicroRNA Let-7e","RNA Gene","","26","GC19P113551","6.51105880737305","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIRLET7E"
"CTLA4","Cytotoxic T-Lymphocyte Associated Protein 4","Protein Coding","P16410","57","GC02P203866","6.4919056892395","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CTLA4"
"LINC00473","Long Intergenic Non-Protein Coding RNA 473","RNA Gene","A8K010","28","GC06M165328","6.48473978042603","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC00473"
"GJB2","Gap Junction Protein Beta 2","Protein Coding","P29033","54","GC13M020187","6.46922492980957","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GJB2"
"PRL","Prolactin","Protein Coding","P01236","53","GC06M022287","6.46502208709717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRL"
